timestamp,pump_id,flow_rate,pressure,vibration,temperature,failure
2026-01-22 07:46:36.306301,PUMP_007,472.4882755418025,5.257716536225203,2.0947721667489647,51.842250616328776,0
2026-01-22 08:46:36.306301,PUMP_007,578.9606407753696,5.383717364576454,1.9061051228130095,47.712800217929825,0
2026-01-22 09:46:36.306301,PUMP_005,573.1189060173009,5.769357483807299,1.5121788369887954,48.017206125190654,0
2026-01-22 10:46:36.306301,PUMP_003,507.12323011933273,4.9826739078862,2.226867853100509,44.47627225847784,0
2026-01-22 11:46:36.306301,PUMP_009,469.9680655040597,4.854153125103362,1.8796586775541206,54.26139092254469,0
2026-01-22 12:46:36.306301,PUMP_008,541.1272456051595,4.389578175014488,2.041772719000951,35.201649380601125,0
2026-01-22 13:46:36.306301,PUMP_006,391.0832876588146,4.478051795882583,2.034538741305102,46.620993837763656,0
2026-01-22 14:46:36.306301,PUMP_007,528.2232119277568,5.012750334040674,2.094638649892005,48.29595299214492,0
2026-01-22 15:46:36.306301,PUMP_008,432.6660951319327,4.5597043669764465,1.7738895390636866,45.67214441314011,0
2026-01-22 16:46:36.306301,PUMP_001,497.8231598763251,4.862349544876803,1.6873866410826974,41.02184503931493,0
2026-01-22 17:46:36.306301,PUMP_003,551.5499761247976,5.465640059558099,1.8321564953554723,43.45393812074393,0
2026-01-22 18:46:36.306301,PUMP_008,455.1832408435349,4.944006089746529,2.2937882570864785,39.380508327299815,0
2026-01-22 19:46:36.306301,PUMP_008,522.8942538500007,4.157856310817059,2.0653690447940027,44.594405229206565,0
2026-01-22 20:46:36.306301,PUMP_005,574.7717126441737,5.16909062599666,2.6744592507253344,40.39804597466312,0
2026-01-22 21:46:36.306301,PUMP_010,430.9641487863874,4.8595968542366235,1.9880365472676662,49.805868832091775,0
2026-01-22 22:46:36.306301,PUMP_004,489.0164056081244,5.178556285755874,2.2955788089483034,42.40864890863176,0
2026-01-22 23:46:36.306301,PUMP_007,459.57531985534064,4.749121478207732,2.1830804235404146,46.64375554829842,0
2026-01-23 00:46:36.306301,PUMP_004,504.853877467402,5.484322495266444,1.8595893812245294,43.36168926701116,0
2026-01-23 01:46:36.306301,PUMP_009,514.8060138532288,5.130527636089945,2.001022691328492,43.82706433312426,0
2026-01-23 02:46:36.306301,PUMP_005,445.1867102359322,5.457442160963006,1.8667878759539143,42.43106254245877,0
2026-01-23 03:46:36.306301,PUMP_008,452.8471595766369,5.7019793693296466,1.996289839097672,36.632476890048885,0
2026-01-23 04:46:36.306301,PUMP_001,496.78109745995164,5.172451167522365,1.9839825329295022,43.793099341778934,0
2026-01-23 05:46:36.306301,PUMP_002,375.06204291806444,5.7401642805860815,2.431745704672621,51.15889188358055,0
2026-01-23 06:46:36.306301,PUMP_008,539.5515973521524,4.54530627260263,2.28055886218722,37.990744686038596,0
2026-01-23 07:46:36.306301,PUMP_001,501.4049731674101,4.401456468330848,2.1579345609501344,47.15744731631521,0
2026-01-23 08:46:36.306301,PUMP_004,500.45721728700687,4.817230351583729,2.1298173465258214,38.885632316623465,0
2026-01-23 09:46:36.306301,PUMP_001,521.4006420494713,3.7651505674662014,2.096395827800579,49.63228179310161,0
2026-01-23 10:46:36.306301,PUMP_002,540.6758608684835,4.3845678417830225,2.0454919869208257,51.53571377141214,0
2026-01-23 11:46:36.306301,PUMP_002,550.0242803881052,5.076210431129629,1.8797205508856547,40.76692821567602,0
2026-01-23 12:46:36.306301,PUMP_003,485.7255349506835,5.532646234422975,2.1707995572989804,53.94296928662731,0
2026-01-23 13:46:36.306301,PUMP_009,508.7416505995736,4.391572553820381,2.209869478464173,51.625528307571,0
2026-01-23 14:46:36.306301,PUMP_001,499.75715276744853,4.808338346867048,1.9074946279596496,39.437513228352756,0
2026-01-23 15:46:36.306301,PUMP_003,541.1030079997245,5.948396491326974,1.950922376799426,41.23131917821255,0
2026-01-23 16:46:36.306301,PUMP_006,499.4278276265136,5.206677043811823,1.97182028910653,49.36080929676727,0
2026-01-23 17:46:36.306301,PUMP_001,486.7671583381022,6.360084583294809,2.1251334695530013,40.714212217918586,0
2026-01-23 18:46:36.306301,PUMP_003,499.4208340109003,5.095299352557261,2.121395141913725,43.255494086136245,0
2026-01-23 19:46:36.306301,PUMP_005,493.793380555917,5.370170408973869,1.9095075535310662,48.88524897451804,0
2026-01-23 20:46:36.306301,PUMP_007,494.43980000948653,4.125465282914194,1.7317193004107672,36.89152689528258,0
2026-01-23 21:46:36.306301,PUMP_003,455.80712818994334,5.076862552972764,2.0116417436892,39.28514851084688,0
2026-01-23 22:46:36.306301,PUMP_001,522.4887019244367,5.889462171942981,1.8666113250086975,36.54090871874848,0
2026-01-23 23:46:36.306301,PUMP_008,501.1965907232918,5.4359569944061965,2.2874712656667056,45.03653186370316,0
2026-01-24 00:46:36.306301,PUMP_003,442.37173141699924,4.249615803396413,2.0330045596218675,40.72035541085316,0
2026-01-24 01:46:36.306301,PUMP_009,507.4916858169799,5.070453684035661,2.0708839170239326,35.598437057737215,0
2026-01-24 02:46:36.306301,PUMP_008,464.23481453700157,5.339798874467338,1.8539266736565727,46.08229294790988,0
